Place,Crime Category,Year,Amount,Population
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2012,8484.0,1017531.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2011,9261.0,1029789.0
Santa Cruz de Tenerife,    1. CONTRA LAS PERSONAS,2010,9512.0,1027914.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2022,22.0,1048306.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2021,19.0,1044405.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2020,26.0,1044887.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2019,30.0,1032983.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2018,37.0,1018510.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2017,29.0,1007641.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2016,39.0,1004124.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2015,25.0,1001900.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2014,22.0,1004788.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2013,22.0,1014829.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2012,18.0,1017531.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2011,27.0,1029789.0
Santa Cruz de Tenerife,    1.1.-Homicidios dolosos/asesinatos,2010,29.0,1027914.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2022,6.0,1048306.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2021,6.0,1044405.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2020,8.0,1044887.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2019,10.0,1032983.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2018,14.0,1018510.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2017,10.0,1007641.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2016,9.0,1004124.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2015,5.0,1001900.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2014,6.0,1004788.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2013,8.0,1014829.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2012,5.0,1017531.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2011,7.0,1029789.0
Santa Cruz de Tenerife,    1.1.1.-Homicidios dolosos/asesinatos consumados,2010,13.0,1027914.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2022,2938.0,1048306.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2021,2705.0,1044405.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2020,2404.0,1044887.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2019,2817.0,1032983.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2018,2797.0,1018510.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2017,2864.0,1007641.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2016,2732.0,1004124.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2015,2679.0,1001900.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2014,2644.0,1004788.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2013,2789.0,1014829.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2012,2892.0,1017531.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2011,2904.0,1029789.0
Santa Cruz de Tenerife,    1.2.-Lesiones,2010,3424.0,1027914.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2022,2796.0,1048306.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2021,2537.0,1044405.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2020,2383.0,1044887.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2019,2258.0,1032983.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2018,2117.0,1018510.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2017,2047.0,1007641.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2016,1966.0,1004124.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2015,1874.0,1001900.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2014,1704.0,1004788.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2013,1792.0,1014829.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2012,1807.0,1017531.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2011,1827.0,1029789.0
Santa Cruz de Tenerife,    1.3.-Malos tratos ámbito familiar,2010,1500.0,1027914.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2022,148.0,1048306.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2021,149.0,1044405.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2020,93.0,1044887.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2019,132.0,1032983.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2018,114.0,1018510.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2017,70.0,1007641.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2016,29.0,1004124.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2015,1830.0,1001900.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2014,3479.0,1004788.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2013,3305.0,1014829.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2012,3767.0,1017531.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2011,4503.0,1029789.0
Santa Cruz de Tenerife,    1.4.-Otros contra las personas,2010,4559.0,1027914.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2022,4056.0,1048306.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2021,4064.0,1044405.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2020,3962.0,1044887.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2019,3661.0,1032983.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2018,3454.0,1018510.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2017,3483.0,1007641.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2016,3445.0,1004124.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2015,2144.0,1001900.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2014,864.0,1004788.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2013,888.0,1014829.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2012,814.0,1017531.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2011,935.0,1029789.0
Santa Cruz de Tenerife,    2. CONTRA LA LIBERTAD,2010,687.0,1027914.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2022,458.0,1048306.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2021,516.0,1044405.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2020,486.0,1044887.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2019,458.0,1032983.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2018,376.0,1018510.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2017,424.0,1007641.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2016,411.0,1004124.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2015,381.0,1001900.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2014,345.0,1004788.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2013,341.0,1014829.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2012,289.0,1017531.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2011,348.0,1029789.0
Santa Cruz de Tenerife,    2.1.-Malos tratos habituales en el ámbito familiar,2010,292.0,1027914.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2022,3598.0,1048306.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2021,3548.0,1044405.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2020,3476.0,1044887.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2019,3203.0,1032983.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2018,3078.0,1018510.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2017,3059.0,1007641.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2016,3034.0,1004124.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2015,1763.0,1001900.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2014,519.0,1004788.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2013,547.0,1014829.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2012,525.0,1017531.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2011,587.0,1029789.0
Santa Cruz de Tenerife,    2.2.-Otros contra la libertad,2010,395.0,1027914.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2022,493.0,1048306.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2021,390.0,1044405.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2020,315.0,1044887.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2019,381.0,1032983.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2018,297.0,1018510.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2017,259.0,1007641.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2016,210.0,1004124.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2015,217.0,1001900.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2014,172.0,1004788.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2013,202.0,1014829.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2012,212.0,1017531.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2011,249.0,1029789.0
Santa Cruz de Tenerife,    3. LIBERTAD SEXUAL,2010,252.0,1027914.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2022,318.0,1048306.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2021,268.0,1044405.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2020,186.0,1044887.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2019,261.0,1032983.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2018,178.0,1018510.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2017,151.0,1007641.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2016,127.0,1004124.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2015,119.0,1001900.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2014,91.0,1004788.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2013,114.0,1014829.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2012,124.0,1017531.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2011,159.0,1029789.0
Santa Cruz de Tenerife,    3.1.-Agresión sexual,2010,119.0,1027914.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2022,108.0,1048306.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2021,69.0,1044405.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2020,68.0,1044887.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2019,51.0,1032983.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2018,62.0,1018510.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2017,48.0,1007641.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2016,31.0,1004124.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2015,42.0,1001900.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2014,37.0,1004788.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2013,38.0,1014829.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2012,27.0,1017531.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2011,37.0,1029789.0
Santa Cruz de Tenerife,    3.2.-Agresión sexual con penetración,2010,66.0,1027914.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2022,9.0,1048306.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2021,2.0,1044405.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2020,5.0,1044887.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2019,14.0,1032983.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2018,3.0,1018510.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2017,11.0,1007641.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2016,11.0,1004124.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2015,20.0,1001900.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2014,8.0,1004788.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2013,8.0,1014829.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2012,5.0,1017531.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2011,8.0,1029789.0
Santa Cruz de Tenerife,    3.3.-Corrupción de menores o incapacitados,2010,12.0,1027914.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2022,11.0,1048306.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2021,9.0,1044405.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2020,13.0,1044887.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2019,23.0,1032983.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2018,26.0,1018510.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2017,13.0,1007641.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2016,8.0,1004124.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2015,10.0,1001900.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2014,18.0,1004788.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2013,9.0,1014829.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2012,21.0,1017531.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2011,10.0,1029789.0
Santa Cruz de Tenerife,    3.4.-Pornografía de menores,2010,17.0,1027914.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2022,47.0,1048306.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2021,42.0,1044405.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2020,43.0,1044887.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2019,32.0,1032983.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2018,28.0,1018510.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2017,36.0,1007641.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2016,33.0,1004124.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2015,26.0,1001900.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2014,18.0,1004788.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2013,33.0,1014829.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2012,35.0,1017531.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2011,35.0,1029789.0
Santa Cruz de Tenerife,    3.5.-Otros contra la libertad sexual,2010,38.0,1027914.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2022,143.0,1048306.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2021,195.0,1044405.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2020,178.0,1044887.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2019,134.0,1032983.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2018,177.0,1018510.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2017,180.0,1007641.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2016,193.0,1004124.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2015,255.0,1001900.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2014,214.0,1004788.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2013,245.0,1014829.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2012,225.0,1017531.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2011,236.0,1029789.0
Santa Cruz de Tenerife,    4. RELACIONES FAMILIARES,2010,190.0,1027914.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2022,28119.0,1048306.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2021,21154.0,1044405.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2020,22697.0,1044887.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2019,30224.0,1032983.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2018,29676.0,1018510.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2017,30698.0,1007641.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2016,30796.0,1004124.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2015,30422.0,1001900.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2014,29161.0,1004788.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2013,30198.0,1014829.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2012,32312.0,1017531.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2011,31475.0,1029789.0
Santa Cruz de Tenerife,    5. PATRIMONIO,2010,29791.0,1027914.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2022,11899.0,1048306.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2021,7727.0,1044405.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2020,7771.0,1044887.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2019,13151.0,1032983.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2018,13884.0,1018510.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2017,15799.0,1007641.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2016,16150.0,1004124.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2015,15287.0,1001900.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2014,15159.0,1004788.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2013,15808.0,1014829.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2012,16103.0,1017531.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2011,15642.0,1029789.0
Santa Cruz de Tenerife,    5.1.-Hurtos,2010,15018.0,1027914.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2022,4035.0,1048306.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2021,3753.0,1044405.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2020,3982.0,1044887.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2019,6007.0,1032983.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2018,6651.0,1018510.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2017,7010.0,1007641.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2016,6900.0,1004124.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2015,7340.0,1001900.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2014,6900.0,1004788.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2013,6985.0,1014829.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2012,7810.0,1017531.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2011,7499.0,1029789.0
Santa Cruz de Tenerife,    5.2.-Robos con fuerza en las cosas,2010,6564.0,1027914.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,1506.0,1048306.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,1615.0,1044405.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,1661.0,1044887.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,2892.0,1032983.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,2649.0,1018510.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,2743.0,1007641.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,2650.0,1004124.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,3021.0,1001900.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,2724.0,1004788.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,2490.0,1014829.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,2594.0,1017531.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,2568.0,1029789.0
Santa Cruz de Tenerife,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,1872.0,1027914.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2022,1328.0,1048306.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2021,1261.0,1044405.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2020,1208.0,1044887.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2019,1468.0,1032983.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2018,1881.0,1018510.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2017,1867.0,1007641.0
Santa Cruz de Tenerife,    5.2.2.-Robos con fuerza en viviendas,2016,2039.0,1004124.0
